engine	set	fen	static	v4	v6	v8	v10	v12	v14
coda	neutral	8/1R5p/1P4k1/1r6/4K3/8/8/8 w - - 4 60	19	46	17	12	11	6	13
coda	neutral	8/5k2/8/p2q1pQ1/7P/P2p1P2/5P2/5K2 w - - 13 57	8	71	0	-56	-20	-12	0
coda	neutral	r3r1k1/6p1/1n1b3p/3p1p2/p1pP1P2/2P3P1/RP1N1B1P/R5K1 b - - 1 29	244	293	185	221	173	134	142
coda	neutral	1r6/7k/2K1pp1P/3p4/2nP1P2/6R1/8/5N2 b - - 16 96	86	46	28	29	39	19	12
coda	neutral	8/1Pk5/4Kp2/3B2p1/1p3p2/7P/1b4P1/8 w - - 4 73	10	-9	-16	0	0	-1	0
coda	neutral	1kr5/1pr3np/p3p1p1/P2pb3/qPP5/6PP/3QRPB1/1R4K1 w - - 0 31	-257	-59	-15	109	157	111	59
coda	neutral	8/4k2p/2b2p2/5N2/5K1P/8/8/8 b - - 11 78	36	46	46	38	44	41	39
coda	neutral	2b3k1/2r2pp1/1R5p/4p3/4P2P/1p4P1/4B3/6K1 w - - 0 43	-401	-187	-171	-171	-169	-168	-177
coda	neutral	8/2kR4/4pp2/2p1r3/4NKP1/1P6/8/8 b - - 0 60	-616	-373	266	0	0	0	0
coda	neutral	8/8/5pp1/2b4p/1p2kP1P/1P4P1/PN2K3/8 w - - 1 62	51	55	16	2	0	0	0
coda	neutral	8/4B3/4p1p1/1k1p3p/3PPP2/2nP1P2/8/4K3 w - - 14 55	21	164	14	-42	-27	-25	-15
coda	neutral	r2qr1k1/p4p1p/4p1pP/2P2n2/2PbB3/6P1/P2B1P2/1RQ1K2R b K - 0 16	-68	51	216	25	46	10	0
coda	neutral	3r1k2/1B6/4p2p/4P3/2R1K1P1/3P4/8/b7 b - - 0 63	-82	-136	-202	-177	-127	-167	-215
coda	neutral	6k1/p2b1nBp/1p4p1/P3p1N1/2r1Pp2/6P1/1PP2PBP/5RK1 b - - 0 19	-235	-108	-45	3	31	27	0
coda	neutral	8/Pk6/8/8/4K3/1n6/8/8 b - - 2 55	-6	0	0	0	0	0	0
coda	neutral	8/2p5/4B3/3p2kp/3P4/1r1P4/5RKP/3n4 w - - 4 34	-43	-37	0	0	0	0	0
coda	neutral	r1b2rk1/ppq1bppp/2nppn2/2p5/4P3/2PP1NPP/PP1N1PB1/R1BQ1RK1 w - - 2 6	47	15	15	9	10	9	6
coda	neutral	rn1qk2r/pbp1bppp/1p2pn2/3p4/8/2PP2PN/PPN1PPBP/R1BQ1RK1 b kq - 6 4	51	73	74	77	22	16	12
coda	neutral	r7/3k1pp1/ppn1p2p/2ppP3/n4PP1/B1P5/P2P3P/1R3RK1 w - - 0 15	85	27	31	-19	-6	-5	-28
coda	neutral	8/8/8/1n1K1k2/8/6N1/8/8 b - - 1 129	2	0	0	0	0	0	0
coda	neutral	3r4/2k3p1/1pp2p2/4p2p/pP2PP1P/Pb2B3/1P2K1P1/2R5 b - - 0 24	30	41	49	48	17	31	31
coda	neutral	r2q2k1/pbp2rp1/1p2pn1p/3p1p1P/P2P1B2/2P1P3/1PBQ1PP1/R3R1K1 w - - 3 16	127	116	119	137	115	144	120
coda	neutral	6k1/N4p2/1p4p1/7p/8/1R5P/PPr1nP1K/8 b - - 3 29	181	305	224	205	165	163	123
coda	neutral	1q2k2r/5ppp/pP2p3/3rb3/8/2N1P3/PQ3PP1/R2R3K b k - 1 20	-24	165	10	62	20	-120	-87
coda	neutral	1k3r1r/1bq1b1p1/1pn2nP1/p1p1pP1p/3pP3/PP1P1NN1/2PB2Q1/RR3BK1 w - - 0 20	267	168	134	163	178	190	203
coda	neutral	8/7Q/8/5pp1/P6k/5P2/q7/4K3 b - - 12 58	33	-4	0	7	0	0	0
coda	neutral	8/5kp1/7p/5p2/P4P2/2qpQ1P1/7P/3K4 b - - 5 39	75	164	94	79	74	67	38
coda	neutral	r1bqk1nr/4bppp/p1n1p3/1pp5/3pPP2/2PP3N/PP1NB1PP/R1BQ1RK1 w kq - 0 5	98	94	139	72	71	56	29
coda	neutral	3r2k1/1p3p2/1Pr1q3/Q2p2pp/3Rp2P/1P2P1P1/P4P2/3R2K1 b - - 1 27	11	36	78	87	71	50	0
coda	neutral	rnb1k2r/1pp1qpp1/3p1n1p/p3p3/1bP5/2NP1NP1/PP1BPPBP/R2Q1RK1 b kq - 1 5	-56	-55	-101	-67	-65	-70	-68
coda	neutral	r1b2rk1/1ppn1pbp/p5p1/8/3N1P2/4B2P/PPP1B1P1/3R1RK1 w - - 1 11	117	-1	84	99	93	106	106
coda	neutral	4r3/5p1k/7n/2Q2p1P/5P2/2K4P/8/8 b - - 4 43	17	44	37	24	10	10	7
coda	neutral	8/4k3/1pp3bp/4n3/2P2RPP/pP1pK3/P7/8 b - - 3 43	559	462	415	390	435	409	424
coda	neutral	r2r2k1/5p1p/2R3p1/p7/Pb2B3/B5Pb/4PP1P/1R4K1 w - - 1 18	172	113	132	63	87	124	97
coda	neutral	5k2/R7/1p2pn2/1P2p3/1r5P/4P2K/5B2/8 w - - 0 32	0	-3	-54	10	-33	-4	-3
coda	neutral	8/4kbR1/p4p2/1p1P1P1r/2p1K3/P1P2N2/8/8 b - - 4 35	-63	28	-81	0	0	0	0
coda	neutral	2r5/3b1k2/4p1p1/3p1p1p/1p3P1P/1PqB2P1/PQ3P2/3R2K1 w - - 1 35	-101	-24	64	0	0	0	0
coda	neutral	r2qk2r/b1pb1pp1/2n2n1p/1B1p4/1P1pP3/B1P2N2/3N1PPP/R2QK2R w KQkq - 1 9	190	54	38	7	66	64	35
coda	neutral	rnb1kbnr/2q1pppp/p2p4/1p6/8/N1PPP3/1P3PPP/R1BQKBNR b KQkq - 1 3	13	-3	-13	-6	-10	-56	2
coda	neutral	k2r3r/p1q1b1p1/2np2n1/2pRp1p1/1PN1P3/P3B3/1R3PB1/3Q2K1 b - - 1 24	-100	-12	-12	-139	-85	-94	-182
coda	neutral	8/8/8/8/1pk3r1/5RP1/1K6/8 w - - 5 54	7	31	4	10	6	1	0
coda	neutral	rn1qkbnr/pb1p1ppp/1p2p3/2p1P3/Q7/2P2N1P/PP1P1PP1/RNB1KB1R w KQkq - 1 3	19	6	-23	6	0	6	11
coda	neutral	rnb1k2r/ppp1qpbp/3p1np1/8/3pP3/1PP3P1/PB2NPBP/RN1Q1RK1 b kq - 3 5	-63	-30	-15	-14	0	-8	-19
coda	neutral	3r1bk1/5ppp/2N5/1q1n2P1/1P2Q2P/5P2/1B6/1KR5 b - - 2 29	-89	-44	38	-34	-85	-70	-32
coda	neutral	r1bqr1k1/1pp2ppp/5n2/p2pn3/P1PNp3/NP1PP3/4BPPP/R2Q1RK1 w - - 2 8	-53	-27	-82	-73	-12	-26	-61
coda	neutral	8/2p2pr1/k3p2p/2PrP1q1/1Q4p1/6P1/1PR2P1P/1K6 b - - 1 27	-28	-38	0	-46	0	0	0
coda	neutral	r5k1/1q3pp1/2p3np/2PpP1b1/3P4/2N2Q2/3B2PP/5RK1 w - - 2 21	-123	16	-45	4	2	-68	-106
coda	neutral	4r1r1/p4p2/1p2k3/2P5/3b1Q2/3P1N2/P7/5K2 b - - 0 29	-272	-17	-9	-10	0	0	0
coda	neutral	3r4/4p3/p4k2/P1p1N1pp/2N1p1b1/1P1PK3/8/6R1 b - - 1 30	-165	-175	-278	-297	-251	-294	-305
coda	neutral	br2r1k1/5pbp/pq1p1np1/8/1PPpP3/3B1NP1/3B1P1P/R2QR1K1 w - - 0 20	125	161	144	76	143	219	189
coda	neutral	r2q1knr/pppb1pp1/2n5/4p2p/8/1PN4P/P1P1PPP1/R2QKBNR w KQ - 0 4	-17	-38	-18	54	41	34	32
coda	neutral	1r1qr1k1/Q2b2bp/2pn2p1/4pp2/P7/2Bn2P1/3NPPBP/RN3RK1 b - - 1 16	20	-159	-95	-24	27	43	50
coda	neutral	3r4/1p6/p6k/P1R4p/3N1n2/4P3/1P3P2/6K1 b - - 0 37	-367	-252	-223	-339	-323	-206	-191
coda	neutral	rnbqkb1r/p2p1ppp/1p3n2/2pp4/P7/2N1P2P/1PP2PP1/R1BQKBNR w KQkq - 2 3	9	50	22	7	79	60	68
coda	neutral	8/8/1P1Rp3/1r3kp1/7p/7P/5PK1/8 w - - 1 41	0	-9	0	-11	-17	-8	-11
coda	neutral	2r5/5p1k/6pp/P1PnNp2/5P2/4r3/6PP/2R2RK1 b - - 2 30	-270	-95	-144	-309	-256	-317	-388
coda	neutral	8/8/4KP2/r7/5k1p/3R4/8/8 w - - 6 111	52	142	53	114	37	43	34
coda	neutral	8/5p2/2N5/1p4Pk/5K2/8/3n4/8 w - - 10 43	-29	-37	-46	-60	-41	-45	-37
coda	neutral	r2qk2r/1b1ppp1p/p7/1pp1n1PN/2P1P3/1QPPB3/P4P1P/2KR3R b kq - 1 12	-112	-103	-68	-75	-57	-115	-60
coda	neutral	2qr1b2/p4pkp/1p4p1/1R6/PN1PpP2/4P2P/Q4PK1/1Rr5 w - - 7 27	71	9	31	57	32	31	35
coda	neutral	rn1q2k1/1p5p/pp2brp1/3p2N1/P7/B1Q3P1/2P5/1K1R4 w - - 4 23	-170	-75	70	-357	-381	-422	-478
coda	neutral	8/3K4/8/5N2/1nk5/8/8/8 b - - 16 108	0	0	0	0	0	0	0
coda	neutral	8/8/K7/7p/8/3Q4/5k2/2q5 w - - 2 83	-15	-1	0	0	6	0	0
coda	neutral	6k1/5pp1/2b1q2p/p7/1r6/2P2PP1/R3P2P/2B2QK1 b - - 0 33	214	298	98	59	56	85	88
coda	neutral	3rr3/p4p2/8/1ppn1Nk1/4Pb2/1PR5/P3R1B1/5K2 w - - 0 38	-163	-14	-19	-13	-17	-16	-8
coda	neutral	3r2k1/1pNrnpp1/1q2p3/1P3n1p/P4P2/2R1P1P1/2Q3KP/2B1R3 w - - 0 23	116	-316	-86	-9	0	0	0
coda	neutral	r1bqk2r/1pbn1n1p/p1p1p3/3p1p2/P1PP2p1/BP2P3/3NBPPP/R2QNRK1 b kq - 3 9	-62	-122	-112	-90	-79	-29	-41
sf17	blind	r2q1rk1/p2b2b1/1p5n/1P1Np1pp/2PpPp2/P2P4/1B2B1PP/R3QRK1 w - - 0 14	6	52	33	25	12	-18	-14
sf17	blind	5b2/7k/1P2b2n/4p2p/2PpPppq/3P4/1Q2B1PP/5RK1 w - - 3 25	92	164	182	128	30	46	70
sf17	blind	1Q6/5n1k/4b3/4p2p/3pPppq/3P4/6PP/3B1RK1 w - - 1 30	63	86	110	101	71	55	29
sf17	blind	8/5nk1/8/4p1qp/3pPpp1/3P4/2Q3PP/5RK1 w - - 3 33	103	98	65	91	53	61	47
sf17	blind	r3k1nr/p1pqbp1p/bpn1p1p1/8/4N3/2PP1NP1/PP2QPBP/R1B1K2R w KQkq - 6 8	128	40	64	10	17	12	45
sf17	blind	1r1b4/5pk1/1P1pq1p1/3Np3/2PpP3/1R3Q2/5P2/6K1 b - - 3 33	50	130	39	32	27	16	0
sf17	blind	r2qr1k1/pp1b1ppp/5n2/3pn3/8/1P3PP1/PBPQ3P/2KR1BNR w - - 2 11	97	115	84	79	35	33	67
sf17	blind	r1bqk1r1/1p2bp1p/2p2B2/3n1N2/2N1p3/pP2P3/P1P1BPPP/R2Q1RK1 b q - 0 11	-275	-29	5	58	42	73	77
sf17	blind	rnbq1rk1/1p2ppbp/p1p3p1/8/2PPRB1N/1P4P1/5PBP/2RQ2K1 w - - 1 14	12	21	29	68	40	28	31
sf17	blind	2rq1rk1/3pb1pp/4p3/1p3p2/8/1PR3P1/PB2PPKP/3Q1R2 w - - 0 16	39	39	16	43	56	34	36
sf17	blind	2r4r/k2b1p2/p3p1p1/p1npP2p/3N1P2/PPN2RP1/2P4P/1K1R4 w - - 1 20	28	68	22	24	24	23	20
sf17	blind	5r1k/1p2n1bp/p1q5/2pp1n2/P3rP2/1PPR1BP1/2N3QK/2B2R2 b - - 10 26	-38	57	62	57	70	47	26
sf17	blind	r1bqkb1r/1pp1p1pp/p1n2n2/3p1pB1/3P4/2N1P2P/PPP2PP1/R2QKBNR w KQkq - 1 2	36	84	78	90	59	51	60
sf17	blind	8/4k3/8/4K3/8/2rB3R/8/8 w - - 49 195	9	9	32	29	32	32	38
sf17	blind	r7/q4pk1/b3p1pn/3pP2p/p1p2PPN/PrP2B1P/1PR4K/3Q2R1 b - - 0 27	-76	-7	1	42	-26	-5	-5
sf17	blind	r4rk1/2q2pp1/1p2pn2/p3Pn1P/2NPB2P/4P2Q/1P5K/R1B2R2 b - - 0 18	-139	117	45	73	-3	-48	-61
sf17	blind	2r2rk1/5pp1/1p2p2P/p3P3/3P3P/4P2Q/1q6/R4R1K b - - 0 24	-46	-118	-103	-53	-74	-21	-31
sf17	blind	2r2rk1/5pp1/1p2p2P/p3P3/3PPR1P/2Q5/8/R6K b - - 0 29	-509	9	-34	-26	-21	-43	-54
sf17	blind	8/5pk1/b6r/5p2/P3p3/2NpP1P1/3K3P/7R b - - 2 44	117	100	58	82	51	49	45
sf17	blind	3R4/1br5/6k1/4K3/4p2P/3pP3/8/3N4 b - - 9 67	32	31	43	36	20	22	17
sf17	blind	5k2/8/3rn1p1/R5P1/3p1PK1/3B4/8/8 w - - 9 66	32	40	46	25	27	30	19
sf17	blind	k2r1b1r/p4R1p/6p1/1p1p4/3N2p1/P1P5/1P5P/1K1R4 b - - 3 20	-4	1	4	-21	-14	3	-18
sf17	blind	rn1qk2r/1bp1bpp1/1p1ppn1p/pP6/3P1B2/P1P1PN2/5PPP/RN1QKB1R w KQkq - 0 5	-8	-1	-6	-12	-6	-23	-27
sf17	blind	2kr1b1r/1bpnq3/1p1pp2p/pP3pp1/2PP4/P2BP2P/2QN1PPB/R4RK1 w - - 1 13	23	4	25	-59	-73	-81	-44
sf17	blind	r3brk1/2q1b3/2pnnp2/1p2p1p1/4P1Pp/1P1R1Q1P/2P1NPB1/2BR1NK1 w - - 1 27	-46	-58	-19	-134	-149	-106	-105
sf17	blind	r2bbrk1/1n6/q4p2/1p2pNp1/1P4Pp/5Q1P/2P2PB1/2BR2K1 w - - 6 35	-118	-51	-107	-106	-102	-88	-147
sf17	blind	r1bq1rk1/pp1nppbp/2p3p1/3p4/P1PPn3/1P2PN2/4BPPP/RNBQ1RK1 w - - 1 5	11	14	64	49	32	43	43
sf17	blind	rn3bnr/4kppp/p3p3/1q3P2/3P4/3Q1NP1/PPP4P/R1B1K2R w KQ - 1 11	37	-15	-4	-24	-2	1	-60
sf17	blind	2r2rk1/1q4pp/4Q3/2b2p2/8/p7/P4PPP/B1R2RK1 b - - 0 23	None	-21	9	6	23	30	19
sf17	blind	3r4/pb3kbp/1p3pp1/2p3n1/P1N5/1P1N4/1BP2PPP/4R1K1 w - - 2 19	4	19	30	11	-37	-40	-42
sf17	blind	r2q1rk1/pp1b1p2/6pp/n1P5/4pNP1/4P3/Pb1NBP1P/R2QR1K1 w - - 0 17	4	93	68	39	42	52	43
sf17	blind	rr2b1k1/5pb1/3p2pp/qpn5/3pPN1P/P2P2P1/3N1PB1/1RQ1R1K1 w - - 0 27	-20	12	-17	-19	-33	-45	-59
sf17	blind	rnr1q1k1/2p2pbp/bp2pnp1/p1PpN3/N2P4/PP2P3/1BQ1BPPP/2R2RK1 w - - 3 12	48	60	52	45	64	46	32
sf17	blind	rnr1q1k1/2p2pbp/1pPnp1p1/p2pN3/N2P4/PP2PP2/1B2Q1PP/2R2RK1 w - - 1 15	-42	-54	-30	-26	9	15	22
sf17	blind	r2nr1k1/2p2qbp/1p2p1N1/p3Pp2/3P4/PP5Q/1B2N1RP/6K1 w - - 20 34	46	143	93	84	120	82	86
sf17	blind	r1bqkb1r/1pp3pp/2n1pp2/p2p1n2/P4P2/1PN2NPB/1BPPP2P/R2QK2R b KQkq - 1 4	-18	0	-8	-13	-17	-7	53
sf17	blind	r1qr2k1/pp2bpp1/2n1pn1p/2pp1b2/P4B2/1QPPPN1P/1P1NBPP1/R4RK1 b - - 0 8	22	43	35	25	20	39	30
sf17	blind	1r3rk1/1bq5/pp1bpn1p/2pP1pp1/1nP5/4PPPN/PBQ1N1BP/2R2RK1 w - - 1 18	22	18	73	15	63	55	32
sf17	blind	1r3rk1/1bq5/pp1b1n1p/5pp1/1pp5/4PPPN/1B1QN1BP/2R2RK1 w - - 0 21	-33	16	6	20	107	66	76
sf17	blind	4rrk1/1b6/pp3n1p/5pp1/1p6/1q2PPPN/1B1QN1BP/5RK1 w - - 3 24	87	39	60	65	172	146	12
sf17	blind	b7/p5qk/1p2Qbpp/2r2p1P/3p1P2/1P1B1N2/P4RP1/6K1 b - - 1 25	10	-8	2	14	35	42	37
sf17	blind	r2q1rk1/pp3pp1/2p2n1p/8/2b1PP2/2R3PP/PP1B2BK/R2Q4 b - - 0 13	-65	-94	-38	-59	-22	-31	-77
sf17	blind	r2q1rk1/ppn2pbp/2pp2pn/4p3/1PP3b1/1QNPP1PN/P4PBP/1RB2RK1 w - - 1 8	-20	48	42	20	33	13	23
sf17	blind	r1q2rk1/1b4pp/1p1p4/5p2/PpP1pP2/3RP1P1/1PN3BP/R2Q2K1 b - - 0 19	-125	16	-27	16	-103	-51	-57
sf17	blind	2rqrbk1/ppp2ppp/6b1/P2pN3/1n1PnBP1/2N4P/1P2PPB1/R2Q1RK1 b - - 6 14	6	-15	-2	-20	-29	-26	-30
sf17	blind	r2qk1nr/5ppp/bp2p3/p1b5/3pPP2/6PP/PPP1Q1BK/RNBR4 w kq - 2 10	19	27	-19	-23	21	13	-5
sf17	blind	6k1/8/1p2p1p1/1P3n2/5P1p/1P1R2PP/1r4N1/6K1 w - - 0 31	-6	0	107	1	10	25	29
sf17	blind	6rk/pp1n3p/2p5/2P1p3/1P4Q1/8/P5BP/6RK b - - 0 30	-417	46	-24	7	54	58	27
sf17	blind	2r3k1/pp1b1pp1/3rp3/2p3PP/3nP2N/3P4/PB3K2/2R4R w - - 1 22	40	10	22	16	22	-17	-22
sf17	blind	8/1b1r4/1p3pk1/1P4Pp/3Np1P1/4P3/5P1K/R7 b - - 0 33	-71	-28	-37	-34	-9	-21	-50
sf17	blind	4r1k1/1p1br1b1/pPp4q/P1P1n1p1/8/2B1P2p/2QN1PB1/3R1RK1 w - - 0 27	-184	-139	-148	-153	-56	-72	-90
sf17	blind	r2q1rk1/1bpnbpp1/1p2pn1p/3pN3/p1PP4/1P2P1P1/PB2QPBP/RN3RK1 w - - 1 8	15	7	19	3	0	-4	-7
sf17	blind	3q2r1/5ppk/2p2n1n/ppPp1P2/3P3P/1P2PQ1K/2BB3P/6R1 w - - 2 40	19	37	31	9	-7	-42	-42
sf17	blind	q7/1r3ppk/2p2n2/2Pp1P2/3P1BnP/p2BP2K/2Q4P/R7 w - - 8 48	-67	24	-54	-126	-98	-96	-54
sf17	blind	1r3rk1/2p2ppp/1q1pP3/2nP4/p2Q4/R5PB/5P1P/3R2K1 w - - 5 22	-34	-49	-47	-37	-12	-5	-64
sf17	blind	6k1/3rb2p/1pr2p2/3p1R2/3P1B1P/P5P1/6K1/4R3 w - - 2 28	41	23	46	11	4	2	18
sf17	blind	8/4q1k1/3p4/2p2Q2/P5N1/8/4n2K/8 b - - 2 58	28	243	39	36	13	13	10
sf17	blind	r1bqkb1r/1pp1n3/p1n5/3pNppp/3P4/2N1P2P/PPP2PB1/R1BQ1RK1 w kq - 0 7	40	-2	-11	-29	-17	18	24
sf17	blind	2r5/3qnpbk/p1rp3p/1p2pp1Q/1P2P3/P2P2PP/1B4B1/1R3R1K b - - 2 19	8	-33	-6	47	-5	-28	-19
sf17	blind	r1bq1rk1/p4pbp/np2pnp1/2ppN2P/3P4/2P1B1P1/PP2PPB1/RN1QK2R b KQ - 0 6	-63	-20	-55	-21	-38	-47	-50
sf17	blind	r2qkb1r/p1p1ppp1/2p1bn2/8/5P1p/2pBPN2/P1PP2PP/1RBQK2R w Kkq - 0 6	102	80	136	75	65	66	76
sf17	blind	r4rk1/3q1pp1/2p1pn2/p1R5/2Q2P1p/2PPPN1P/6P1/5RK1 w - - 0 18	139	117	99	94	74	82	69
sf17	blind	r3kb1r/1p1n1ppb/pqpp1n1p/P3p2P/4P1P1/2NP4/1PP1QPBN/R1B1K2R b KQkq - 0 9	-57	-55	-86	-91	-57	-76	-62
sf17	blind	r4k2/1b1nbp2/1p1np1p1/1P1p2P1/3P1P2/4P3/1BRN1N2/5BK1 w - - 9 42	12	40	32	35	39	33	39
sf17	blind	1rbqk2r/ppn1ppbp/3p1np1/2p5/P3PP2/2PP1NP1/1P4BP/RNBQK2R w KQk - 1 5	30	60	50	51	40	75	64
sf17	blind	3q2k1/p1r3p1/1p5p/5Bb1/Pn1P4/2B2N2/1P4PP/RN1K3R b - - 0 23	-204	-44	-68	-135	-87	-128	-120
sf17	blind	3r1k2/5pp1/1p6/3p3p/2nP4/4P1NP/5PP1/R4K2 w - - 2 31	72	144	34	102	113	68	74
sf17	blind	r4rk1/pb1n1pp1/1p1Pp2p/2pn3q/8/3B1NB1/PPP2PPP/R2Q1RK1 w - - 10 15	67	86	77	58	57	72	75
sf17	blind	r2r2k1/pb3pp1/1p1Ppn1p/2q5/4n3/3BN1B1/PPP2PPP/R2QR1K1 w - - 3 23	76	30	67	51	77	71	62
sf17	blind	2rqk2r/pp4pp/3bpn2/1QpbNp2/3P4/P3PP2/1P2N1PP/R1B2RK1 b k - 5 12	None	0	26	15	5	4	30
sf17	blind	4R3/1r6/8/5k2/2K2n2/8/8/8 b - - 81 112	-4	-2	9	26	18	15	15
sf17	blind	1rq1r1k1/5p2/p2bB2p/2p3p1/PpP5/1Q4P1/1P1RPP1P/3R2K1 b - - 0 18	-202	-39	-32	-15	-30	-40	-34
sf17	blind	4rr2/1b1q3k/1Bp3pp/1p1pRBn1/1PP5/2NP2P1/5P1P/2RQ2K1 b - - 0 21	-66	-10	-40	-9	20	-71	-44
sf17	blind	7k/6p1/7p/3p4/1R6/5N2/4r1KP/8 w - - 2 33	None	45	26	27	39	39	54
sf17	blind	r1bqk2r/ppppnpb1/n3p1pp/8/2PP4/2N1PN2/PP2BPPP/R1BQK2R b KQkq - 4 3	-83	-61	-32	-43	-50	-44	-53
sf17	blind	3r4/3kb1B1/3p2p1/P1pP2pp/2b1N3/5P1P/6P1/3R2K1 w - - 0 35	-1	14	-10	-14	16	0	0
sf17	blind	2b3r1/2q1bpk1/2p1p2p/r2p2p1/P1PQ4/4N1P1/1P3PBP/1R2R1K1 b - - 2 18	None	-22	-23	-26	-23	40	20
sf17	blind	2br4/r1q2pk1/3bp2p/2p3p1/PPPp4/3N2P1/3Q1PBP/1R2R1K1 b - - 0 28	-59	47	51	52	26	9	15
sf17	blind	2br4/2q2p1k/3bp2p/2p5/1PPp3Q/r2N2P1/5PB1/1R2R1K1 b - - 0 32	2	53	72	20	44	39	5
sf17	blind	2b2k2/5p2/4pb1p/2q1N3/5P2/6P1/6BK/3Q4 b - - 5 44	20	30	22	20	11	4	4
sf17	blind	1k1q3r/1bpn4/1p5n/pP1Np2Q/2P1P3/6P1/P4PK1/R6R b - - 3 21	55	156	72	26	37	2	0
sf17	blind	8/k1p5/1p6/pP2p2q/4P1R1/6P1/P7/3Qn1K1 b - - 5 34	-26	-100	-72	-163	-140	-140	-115
sf17	blind	2r3k1/p3qp2/1p2r1pp/3Q1n2/PP4N1/2P4P/5PP1/R2R2K1 w - - 1 26	48	16	9	24	14	21	12
sf17	blind	2rr2k1/5pp1/1q2b2p/p2n4/8/1PR1PN1P/PQ2B1P1/2R3K1 w - - 3 24	-21	-4	12	29	18	39	7
sf17	blind	r2qkb1r/pp3ppp/2pp1n2/3P1b2/PnP1p3/N3P3/1P1NBPPP/R1BQK2R b KQkq - 0 5	75	81	61	68	53	50	73
sf17	blind	r1r3k1/1p1qbppp/3p1n2/p2P4/Pn2p3/1QN1P3/1P1N1PPP/R1B2RK1 b - - 3 12	46	94	44	50	61	75	79
sf17	blind	r3k2r/pp1qbpp1/2n2n2/3pp2p/2P4P/1P1QP1N1/PB3PP1/RN3RK1 b kq - 0 10	102	81	73	70	68	33	24
sf17	blind	r5k1/5p1p/5n2/P2p2p1/3P4/6nP/P5B1/R1B3K1 w - - 0 27	99	178	202	65	63	66	81
sf17	blind	r7/1k3p2/8/2BK3p/8/8/8/2R5 w - - 4 67	6	45	43	33	26	35	37
sf17	blind	rn3k1r/1pbb1pp1/p2Np3/2P5/5Pp1/6Pq/PPQ1B2P/R2R1NK1 b - f3 0 16	-120	41	-74	-83	-57	-42	-38
sf17	blind	1r1qr1k1/1p1n1pp1/p6p/3P4/P1PNp3/7P/1Q3PP1/R1R3K1 w - - 2 24	18	30	22	10	19	-1	-9
sf17	blind	r1b1kb1r/2qn1pp1/2pp1n1p/p3p3/N2PP2P/1P3NP1/1BP1QP2/2KR1B1R b kq - 0 8	-61	-71	-81	-64	-73	-40	-56
sf17	blind	r2qk2r/1p5p/p1b1pbp1/2Pp1n2/P2N1P2/1PP5/6PP/RNBQK2R w KQkq - 2 10	30	37	94	96	68	66	79
sf17	blind	8/2nB4/1p4k1/p1p2p1p/P4P1P/1P4P1/1K6/8 w - - 54 66	21	101	71	74	602	0	0
sf17	blind	8/2n3k1/1pB5/p1p2p1p/P4P1P/1P4P1/2K5/8 w - - 76 77	16	58	54	18	295	0	0
sf17	blind	r1b1r1k1/ppq1bppp/3p4/2npPB2/3N1P2/4B3/PPP1Q1PP/R4R1K b - - 2 11	-34	-61	-25	9	-7	-10	-13
sf17	blind	r4rk1/pb1p2pp/np6/2pq4/P3P3/2P2N1P/4QPP1/R1B1R1K1 b - - 0 14	-24	-32	-70	-58	-33	-37	-35
sf17	blind	r1bqkb1r/pp2np1p/2p2np1/3P4/3Pp3/P1N1P3/1PQN1PPP/R1B1KB1R b KQkq - 0 6	-72	3	21	34	39	46	36
sf17	blind	r4k2/pp2Q3/1nn1pbp1/3pp1P1/4bP1N/2N5/PP1B4/R3KB2 b Q - 0 22	None	11	11	24	59	54	42
sf17	blind	8/8/8/8/2k5/8/R2br3/1K6 b - - 69 118	5	3	27	55	55	50	52
sf17	blind	r1bq1rk1/p2pbppp/np6/2pp4/P3PPn1/1P3N2/2P1B1PP/RNBQ1RK1 w - - 0 6	81	30	42	77	95	89	75
sf17	blind	3Q4/5pk1/p1p5/1q5p/5bpP/4R1P1/6RK/3r4 w - - 0 59	-110	3	176	5	3	0	0
sf17	blind	4r1k1/2pq1p2/1p4pb/p2n4/P5bP/1QP2NP1/1P3PB1/3R2K1 b - - 1 19	193	35	20	24	20	30	8
sf17	blind	4r1k1/2p2pp1/p4n1p/3PP3/5p2/P1Q2BqP/3NR3/5K2 b - - 2 42	-189	-60	-5	-108	-95	-118	-83
sf17	blind	r5k1/1p4p1/8/3pB3/p2P2P1/3B3p/1P3r2/2KR4 w - - 0 27	-99	70	-29	-174	-158	-112	-82
sf17	blind	rnbq1rk1/p3bppp/4pn2/2pPN3/8/6P1/P2PPPBP/RNBQK2R b KQ - 0 5	26	19	53	31	18	5	-3
sf17	blind	6k1/2r5/5p1p/R1p5/2r1pPK1/4P2P/8/4R3 b - - 1 45	11	-12	-32	2	3	0	0
sf17	blind	6k1/5pb1/3p1np1/4p1Bp/1q2P3/2NP3P/2Q2PP1/6K1 w - - 7 28	34	39	36	26	18	19	22
sf17	blind	r2q2k1/pp3pp1/2bbr2p/3p4/3Bn3/1PPB1N1P/P1Q2PP1/R3R1K1 w - - 10 14	27	15	46	21	18	6	12
sf17	blind	r5k1/ppb2pp1/2bqr2p/3p4/3Bn3/1PPB1N1P/P1Q1RPP1/4R1K1 w - - 16 17	28	2	20	11	7	20	19
