engine	set	fen	static	v4	v6	v8	v10	v12	v14
sf17	blind	3r2k1/ppb2pp1/2bqr2p/4N1n1/2QB4/1P1B3P/P3RPP1/4R1K1 w - - 1 20	-86	-1	27	36	36	35	5
sf17	blind	2krr3/pp3Q2/2n3p1/4q3/7p/1P5P/P4PP1/R4RKN b - - 1 19	40	50	58	21	24	8	9
sf17	blind	3r4/kp6/p3R1p1/4Q3/3q1P1p/1P4nP/P4NP1/6K1 b - - 8 30	90	25	26	35	57	0	0
sf17	blind	r2r2k1/1qp1b1p1/3pp2p/p4p2/Pn1PPBQP/2N3P1/1P3PK1/R1R5 w - - 0 20	0	70	-20	21	54	35	1
sf17	blind	rnbqk1nr/2p2pp1/1p1pp2p/p7/3N4/P2PP2P/P1PB1PP1/R2QKB1R b KQkq - 1 4	30	38	35	38	58	53	31
sf17	blind	3q1r2/r3n1pk/bpp1p2p/p1n2P1B/2Pp1P2/P2P2QP/P2B1NP1/1R2R1K1 b - - 0 19	-151	-13	4	-3	-12	9	12
sf17	blind	rnbq1rk1/1pp1ppbp/3p1np1/8/3PPB2/pPN2N2/P1PQ1PPP/R3KB1R w KQ - 3 5	0	31	70	61	58	42	43
sf17	blind	2r2k2/4p1bp/b4np1/2B1p3/7P/pPN3P1/P2N1P2/3KR3 w - - 1 28	-10	31	29	9	42	31	29
sf17	blind	r2r2k1/ppbn1pp1/q6p/P1pBp2n/4P2N/2P2Q1P/5PP1/2BR1RK1 b - - 5 22	-212	-112	-88	-62	-24	-24	-13
sf17	blind	4R3/8/5p2/5k2/1n3P2/2r3PP/6K1/8 b - - 42 53	64	66	87	58	83	80	85
sf17	blind	q4rk1/3b2b1/1p1p1npp/2pPpn2/2P5/2N2NPP/1P3PB1/2BQR1K1 w - - 0 13	36	73	58	60	52	36	58
sf17	blind	1k1r1b1r/ppq5/2n1bp2/2pnp1pp/4N3/P2PPPP1/1P1BQNBP/1R3RK1 b - - 2 12	96	114	103	113	98	94	94
sf17	blind	b2r1r2/3n2pk/1p2pq1p/pQ1n1p2/N2N4/P3P2P/1P3PP1/2RR1BK1 b - - 11 19	-3	-16	4	-12	4	-30	-37
sf17	blind	r1r3k1/pq3pp1/1p1Bb2p/3nP3/P1B4P/3Qp1P1/P4P1K/1RR5 b - - 1 26	16	119	50	52	50	2	22
sf17	blind	5k2/1R6/1p6/1B3pp1/P7/6P1/br6/4K3 b - - 21 56	15	15	16	16	11	14	11
sf17	blind	r2q1rk1/1p1b2b1/2np3p/pNp2pp1/PnP5/2BP2P1/1PN1P1BP/R1Q2RK1 b - - 3 15	4	-17	-13	0	28	17	15
sf17	blind	r1bqk1nr/1ppp1ppp/p1n2b2/8/3NP3/5B2/PPP2PPP/RNBQK2R w KQkq - 1 3	21	41	48	36	68	47	36
sf17	blind	8/2p2ppk/2Rb3p/5P2/1rP3K1/8/8/2R5 w - - 3 36	-15	-25	-23	-21	-15	-17	-16
sf17	blind	1r1qkbnr/2pp2pp/b3p3/3n1p2/3P4/1P6/PB1NPPPP/R2QKBNR w KQk - 2 6	-26	16	45	27	18	26	35
sf17	blind	2rnr1k1/p2qb1pp/1pb1pp2/3p1n2/2PP3P/PP3NPB/1B1NQP2/R3R1K1 w - - 5 14	36	34	22	11	18	31	30
sf17	blind	2br1r1k/3q4/1p5p/p1p1b1pP/P2pBn1N/3P4/1P1B1PPQ/2R1R1K1 w - - 2 27	-7	-65	1	-16	22	25	75
sf17	blind	r3k2r/1bpqbn1p/pp2p1p1/4Pp2/PnBP4/2N1BN2/1PP1Q1PP/R4RK1 w kq - 4 11	55	113	87	66	77	72	55
sf17	blind	rn1qkb1r/1ppbp1pp/p2p1n2/5p2/P2P4/NP3NP1/2P1PP1P/R1BQKB1R b KQkq - 0 2	-13	3	-7	-7	48	28	1
sf17	blind	r3rbk1/2n2pp1/2bpq2p/1p6/1PpNP3/6PP/2Q1PPBK/BR1R4 b - - 4 33	-28	8	-52	-214	-41	-68	-63
sf17	blind	r2q1rk1/2p1bppp/np2p3/pN1p1n2/P4P2/1PP1PN2/2QP2PP/R1B1K2R b KQ - 1 7	7	33	30	36	25	22	19
sf17	blind	2r3k1/3q1pp1/1p1rp2p/pR3P2/P1pNn3/2P1P3/Q2P2PP/5RK1 b - - 0 23	78	-14	-6	6	24	22	28
sf17	blind	r1b1k2r/pp2b1pp/2n1pn2/1Bpp1p2/3P1BP1/2q1PN1P/P1PN1P2/1R1QK2R w Kkq - 2 8	63	53	44	105	85	99	79
sf17	blind	3r2k1/1pp2pp1/2nqb2p/pr6/3pPP2/1P1P2PP/P4QB1/B1R1R1K1 b - - 2 18	3	20	41	1	29	25	38
sf17	blind	r5k1/1p4p1/3qb2p/prp1R3/1n1p1PP1/1P1P3P/P2R1QB1/B5K1 b - - 0 23	-59	-16	-6	3	84	35	34
sf17	blind	r1bq1rk1/ppp3bp/3p1np1/4pp2/1nPP4/1PN1P1PP/PB2NPB1/R2QK2R w KQ - 5 7	36	79	50	38	33	40	36
sf17	blind	3rqrk1/pb2b1pp/1p2n3/3pN3/1P1P4/P2B1PpP/6P1/R1BQ1RK1 b - - 1 22	-35	-22	-4	-6	16	18	12
sf17	blind	r3k2r/1bqn2pp/1p1b4/p2Pp3/2p4P/P1P4N/1P1QBPPB/R3K2R b KQkq - 0 12	-56	-88	-70	-86	-106	-101	-21
sf17	blind	rn1q1rk1/5pbp/1pp3pn/p2p4/1P3Pb1/2N1PNP1/PB1P2BP/R2Q1RK1 w - - 0 8	-1	11	0	-9	0	-2	13
sf17	blind	r4rk1/ppp1b1pp/4b1q1/1Pnp1p2/P1PBnP2/4P3/3NB1PP/RN1Q1RK1 w - - 0 12	12	-4	15	22	29	13	7
sf17	blind	r5k1/4b2p/8/p1p1Bpp1/P2p4/1P3KP1/4PP1P/3R4 w - - 0 24	26	10	64	33	81	37	33
sf17	blind	r2q1rk1/1b2ppbp/n2p1np1/p1p5/1p2PP2/P1PPBB2/1P1N2PP/RN1Q1RK1 b - - 1 8	30	12	15	16	33	45	39
sf17	blind	r4r1k/2p3qp/8/P1PP4/8/6nb/3N4/Q1RR2KB w - - 0 41	-176	41	52	76	39	67	38
sf17	blind	r1b5/2p3kp/8/P1PP1r2/2N5/8/7K/2R4R w - - 3 45	45	38	46	33	26	69	35
sf17	blind	2kr4/1bp1np2/p2p1qP1/3pn1N1/1p3N2/4P1Q1/PPP1BP2/2K4R b - - 0 18	-91	-18	6	42	38	17	24
sf17	blind	r2q1rk1/1b1n1pp1/1p2pn1p/p1bPN3/5B2/PPN3P1/2Q1PPBP/R4RK1 b - - 0 10	9	-1	-14	-15	0	1	15
sf17	blind	r1bqk2r/1p2bppp/p1n2n2/3p4/3p4/P1N2NP1/1PP2PBP/R1BQ1RK1 w kq - 0 7	-4	42	36	27	62	38	38
sf17	blind	r1bqrk2/1p3pb1/2pp1npp/p4p2/2PP1N1P/PPN1P1P1/5PB1/2RQK2R w K - 4 11	-2	31	27	25	28	33	17
sf17	blind	r1bqrk2/1p3pb1/2pp4/7R/p1PP4/PP4N1/5PB1/2RQ1K2 w - - 0 18	17	203	154	11	31	0	17
sf17	blind	rnb1r3/p1k3p1/2p1Pp2/2b2N2/Pp2p3/1P4Pp/1BP1NP1P/2KR3R b - - 1 14	3	-15	-28	-6	9	77	53
sf17	blind	r1bqr1k1/pp3pb1/2n3pp/8/1P2p3/3PBNPP/P2Q1PB1/2R2RK1 w - - 0 13	-16	15	54	33	48	24	30
sf17	blind	1r6/1Pp2pk1/2Qbb1p1/1P2p3/3pP3/4qN2/6KR/5R2 b - - 6 46	12	84	79	15	0	0	0
sf17	blind	r1bq1rk1/1pp1p1bp/3p1np1/1P6/p1PPp3/Q3P3/PB1N1PPP/R3KB1R w KQ - 1 9	-26	7	31	31	-2	36	12
sf17	blind	r1b2rk1/4p1bp/2pp1np1/5q2/p1PPp3/Q1B1P2P/P2NBPP1/4RRK1 w - - 1 15	43	80	26	3	-20	-11	-33
sf17	blind	r1b1r1k1/pp2qpbp/2p2np1/2n5/2pN4/BPN1P3/P1B2PPP/2QR1RK1 w - - 0 12	31	41	85	93	61	58	40
sf17	blind	r2qr1k1/1p1n2bp/2p3p1/3pPn2/PP3B2/5NPP/3Q2B1/R4RK1 w - - 1 18	48	41	77	39	43	45	19
sf17	blind	1r1n1rk1/pb2b2p/1p1ppn2/1P3p1q/P1PP2p1/5NP1/1B1N1PBP/R2Q1RK1 w - - 0 14	18	53	-2	-4	-6	29	39
sf17	blind	2k1r3/pbp2p2/1pnr3b/7p/2Pp4/NP1P1NP1/P5BP/R4R1K w - - 2 17	-80	-1	-3	-39	-108	-97	-90
sf17	blind	2k1r3/pbp2p2/1p2r2b/3B1N1p/2Pp2n1/NP1P2P1/P6P/R4R1K w - - 8 20	-90	-94	-94	-75	-50	-82	-70
sf17	blind	4N3/p1p5/1pk5/8/2Pp3n/1P1Pr3/P4K1P/5R2 w - - 0 30	-38	-44	-29	-28	-31	0	-26
sf17	blind	4N3/p1p2r2/1pk5/5n2/2PpR3/1P1P4/P6P/6K1 w - - 6 33	50	-38	-55	-15	-153	-125	-116
sf17	blind	1r6/4kp2/2N1p1p1/2K1PnP1/5P1p/2P4P/8/8 b - - 1 45	None	-63	-42	-81	-49	-37	-13
sf17	blind	3r4/3P2bk/1N4pq/5P2/1p2p1B1/1br2RQP/6RK/8 w - - 0 41	75	88	89	6	19	0	0
sf17	blind	8/1p1r2k1/2n1b1pp/1N3p1P/4p1P1/P3P3/4P1B1/1R4K1 b - - 0 25	105	84	116	86	47	41	68
sf17	blind	2r1q1bk/p5pp/3bn2r/8/4Pp2/P2Q1NP1/1B2BP1P/1R3RK1 b - - 2 22	-10	-44	10	39	25	11	19
sf17	blind	r1b2rk1/1pp2ppp/2nb1q2/p7/P2P4/3B1P2/1P2NPPP/R1BQ1RK1 w - - 0 10	64	102	42	60	42	46	51
sf17	blind	7r/1prq1pk1/p2pp3/P1nP4/2P1PPp1/2N5/6Qp/1R1R3K w - - 2 29	74	31	7	70	55	64	54
sf17	blind	3r1rk1/1pp1q1p1/2n1bp1p/p1p1p3/P3P3/1PPPN1P1/2Q2PBP/R4R1K w - - 0 15	4	-6	-6	-10	11	7	0
sf17	blind	2rrn1k1/1b3pp1/1p6/p1b3q1/P2Np2p/1PB1P2P/2R2PP1/1Q1R1BK1 w - - 3 24	8	13	7	11	45	30	25
sf17	blind	r2q1rk1/1bp2ppp/ppn2bn1/3pp3/3P4/1PNBPN1P/PBP2PP1/R2QR1K1 w - - 0 10	-15	-18	-16	-11	-9	-4	31
sf17	blind	rnb1k1nr/p1pp2pp/1p1bpq2/5p2/2P5/3PPN1P/PP1N1PP1/R1BQKB1R w KQkq - 2 3	25	28	23	34	40	53	57
sf17	blind	2q2rk1/5pbp/3Q2p1/pp6/5R1P/2PR4/6P1/6K1 w - - 2 30	-19	6	-27	-33	-49	-56	-69
sf17	blind	4r1rk/pp5p/2n2p2/3p1N2/5q1P/PR6/5PP1/1QR3K1 w - - 3 27	28	116	101	87	0	-6	0
sf17	blind	1k6/2pqr1p1/Br1npp2/Q2p3P/3P1P2/1P2PNR1/6R1/2K5 b - - 0 32	-196	106	50	68	53	45	45
sf17	blind	7r/q1k2p2/Bpr1p1p1/1Qbp4/P4P1p/1RP4P/6P1/1R5K w - - 1 32	-56	55	20	-47	-40	-52	-56
sf17	blind	2kr3r/pp2qp1p/2p1bnpQ/3p4/Pb1N4/3P2PP/1PP1NPB1/R4K1R w - - 4 12	2	1	37	-73	-66	-90	-85
sf17	blind	2krr3/ppq3np/3bp1p1/3p4/P7/2PN2PP/1P1Q1PBK/4RR2 w - - 4 23	91	117	60	40	233	74	66
sf17	blind	r2q1rk1/1p2bppp/p1n1bn2/2p5/P1N1P2P/1P2p1P1/1BP2PBN/R2Q1RK1 b - - 0 10	55	43	32	41	38	35	24
sf17	blind	rn1qk2r/pp2bpp1/2p1pn1p/2Pp1b2/3P4/2N2PPN/PP2P1BP/R1BQ1RK1 w kq - 0 6	32	55	27	9	28	45	29
sf17	blind	q3r1k1/4np1p/4p1p1/2p1N1B1/4nQ2/6P1/1P3P1P/2R3K1 b - - 2 24	-56	85	40	28	62	59	25
sf17	blind	r1bq1rk1/p3n1bp/np2p1p1/3p4/1p1P4/P1N1PNP1/2P2PB1/R1BQK2R w KQ - 0 8	-14	20	44	61	69	75	54
sf17	blind	4r1k1/r6p/1R2p1p1/3p1n2/3P1P2/B2PP3/5P2/R5K1 w - - 1 23	59	-21	-21	-17	30	47	53
sf17	blind	6k1/5p1p/1q2p1p1/2b1P2P/3rBP2/3P2P1/2R1Q2K/8 b - - 6 32	1	-33	-16	-46	-36	-46	-50
sf17	blind	6k1/1R3p1p/4p3/4P2p/5P2/3PqQPK/2r2bB1/8 b - - 9 44	5	-39	-27	-37	-32	-23	-23
sf17	blind	1r6/2p3k1/1n4p1/3p3p/5q2/p1PP1P1B/1P2RQ1P/7K w - - 0 24	-88	-21	-75	-44	-23	-10	-25
sf17	blind	3r1rk1/p3bpp1/bp5p/1Npq4/P2p4/1PP3PP/3B1P2/RQ2R1K1 w - - 0 19	-152	197	-5	20	12	36	46
sf17	blind	r1bqkb1r/pppp1ppp/2n1p3/8/3P1B2/2P2N2/PP1nPPPP/R2QKB1R w KQkq - 0 2	28	56	65	68	95	81	92
sf17	blind	r2qb1k1/2p1r1p1/1p2p2p/pP1pBp1P/P2P2n1/2P1P3/2B1QPP1/RR4K1 w - - 3 21	70	60	62	48	52	42	45
sf17	blind	rnr3k1/pb1qnpb1/1p1p2pp/1N6/5B2/1Q3N1P/PP2BPP1/R4RK1 b - - 5 11	27	112	58	-15	1	35	19
sf17	blind	3rkb1r/1bq1pppp/p4n2/1p2N3/2P5/4P3/PQ2BPPP/RN3RK1 b k - 2 12	74	-47	-31	-2	-9	13	28
sf17	blind	2r3k1/1q3pp1/pP2p3/4b2p/PQ6/3RP3/5PP1/3N3K b - - 0 25	24	-32	63	-36	-45	-70	-61
sf17	blind	2r2bk1/pq3pp1/3Np2p/3nP3/Pp1P4/4B2P/1P2QPP1/R5K1 b - - 0 28	-86	-43	-18	2	36	7	0
sf17	blind	8/5p1k/4pqpp/p2n4/Pp1PQ3/1P3P1P/3B2P1/6K1 b - - 1 38	33	47	18	35	12	18	7
sf17	blind	2r2rk1/1b2bppp/pB2p3/3pq3/P3n3/2P3P1/1PN2PBP/R2QR1K1 b - - 0 15	9	31	-28	-11	4	12	13
sf17	blind	r1bqk2r/4bpp1/p1n2n2/1pp1pP2/2PpP2p/3P2QN/PP1NB1PP/R1B2RK1 w kq - 0 9	-8	91	67	1	6	29	36
sf17	blind	r2r4/1p2qp1k/1Pp3pp/p7/1n2pN2/1P2P2P/P4PP1/1Q1R1RK1 b - - 2 19	22	23	10	7	8	11	16
sf17	blind	2r3k1/1p3p2/1P1r4/3p2P1/3Rp2P/1P2P2q/P2Q1P2/3R2K1 b - - 4 32	42	21	58	90	14	0	0
sf17	blind	8/1p1Q4/1P3p2/8/4p1kP/1P2Pq2/P1r2P2/4RK2 b - - 9 47	None	189	33	24	0	0	0
sf17	blind	r1q1rk2/1pp2p1Q/1bnp1N1p/8/1PPP2bp/4P1P1/3B2BP/1R5K b - - 3 20	-109	-114	-35	-124	-62	-151	-39
sf17	blind	r4rk1/1p3pbp/4b1p1/pN6/n4PP1/2P2B1P/P2R1BK1/4R3 w - - 1 23	157	48	18	46	28	48	36
sf17	blind	r1bqkbnr/1pp2p1p/p1n5/4p2N/4N3/3P4/PPP3PP/R1BQKB1R b KQkq - 1 4	-21	95	100	129	46	77	66
sf17	blind	r5r1/1ppkq2p/p1nbb3/5R2/3pN1B1/8/PPP3PP/R1BQ2K1 b - - 2 13	-39	10	46	20	84	54	65
sf17	blind	7r/pp1k2p1/4pn2/qp2p3/PbQ4p/1PB1P2P/2Pr2P1/R4RK1 w - - 0 16	-93	-164	-58	-24	-36	-49	-4
sf17	blind	1r2r1k1/1b5p/pq1pp1p1/1pp2p2/2P2P2/1P1P4/P2QBPPP/3RR1K1 w - - 2 19	25	14	45	53	85	35	27
sf17	blind	b2r4/2p2pp1/4k2p/1P2N3/4n3/8/1KR1BPPP/8 w - - 5 22	19	25	41	7	21	9	16
sf17	blind	rqbn1rk1/5ppp/3ppb2/1NnP4/p1PNP3/1p1BB2P/1P1Q1PP1/R4RK1 b - - 0 19	-44	-43	-40	-12	7	-12	-15
sf17	blind	2kr3r/pbqnbpp1/2np4/2p1p1p1/1P2P2P/P2PBNQB/3N1P2/2R1K2R b K - 1 14	4	-25	-67	-90	20	23	38
sf17	blind	rnbqkb1r/1p1pnp1p/p3p1p1/2p5/4P3/2P5/PPBPQPPP/RNB1K1NR w KQkq - 0 2	33	52	72	36	35	29	36
sf17	blind	1r2qrk1/R2pbppp/2b1p1n1/4P3/1nBP4/2Q1BN1P/1P1N1PP1/5RK1 w - - 9 18	23	-7	46	24	24	6	0
sf17	blind	4bk2/6p1/1p3p2/p3Q2p/Pq2P2P/2N2PK1/6P1/8 w - - 0 32	-7	-10	4	0	-18	-26	-41
sf17	blind	3Qbk2/6p1/1p3p2/p2N3p/q3P3/5P2/6PK/8 w - - 0 43	37	-4	-27	-58	-51	-36	-42
sf17	blind	rn1q1rk1/4bppp/1pp1pn2/p1Pp1b2/1P1P1P2/P1N1PN2/6PP/R1BQKB1R w KQ - 0 6	-47	-73	-75	-46	-52	-38	-58
sf17	blind	6k1/4n1p1/2p1Ppq1/2Pp4/3P2p1/6N1/1r4PP/3QRK2 w - - 0 30	-80	-70	-113	-115	-53	-91	-106
sf17	blind	r5k1/1pp2pp1/4b3/prq5/P3PQ1p/1P5P/2P3P1/1K1R1R2 w - - 0 20	-165	-114	15	61	0	-144	-66
sf17	blind	r4qk1/1pp2pp1/4b3/1P1R2Q1/p3P2p/1P5P/2P3P1/1K3R2 w - - 4 23	134	-89	-45	-4	20	-65	-49
sf17	blind	6k1/2p5/1p4p1/1P1K1p2/5qP1/1P1Q3P/8/8 w - - 0 40	37	43	1	16	6	-41	-35
sf17	blind	r2qkb1r/pppb1p1p/2np2pn/4p3/1PP5/P2P2P1/1B2PPBP/RN1QK1NR b KQkq - 1 3	-54	-37	-41	-48	-46	-54	-48
sf17	blind	3rr1k1/1p3pp1/p2q1n1p/4p3/P2p4/1Q1P2P1/1P1NPPKP/R1R5 b - - 2 19	46	45	3	24	20	26	41
sf17	blind	5rk1/p2r1qp1/3p3p/Ppp5/5n2/2P2N1P/1P1QRPPK/3R4 w - - 8 23	-22	18	-37	-4	248	51	55
sf17	blind	r3k2r/2B5/p1b1pb2/3p2pp/1PP5/6RP/P3BP2/3RK3 w kq - 0 20	56	142	84	31	46	41	52
sf17	blind	rn1qk2r/p1p1pp1p/1p2bnpb/P2p4/8/1QP1PN2/1P1P1PPP/RNB1KB1R w KQkq - 1 3	34	75	62	50	44	29	56
sf17	blind	r2r1k2/1pq2p1Q/2n2p1p/p1b5/2N1B2P/PP6/5pP1/R2R1K2 w - - 4 22	70	57	26	3	54	-11	-64
sf17	blind	r2q1rk1/p3npbp/1p4p1/1N6/3PpB2/1R4P1/P3PP1P/3QK2R w K - 0 14	23	-51	-56	-61	-32	-27	-11
sf17	blind	rnbqk2r/1ppp2bp/p3p1p1/1P3p2/P3nP2/2N1P3/1BPP2PP/R2QKBNR w KQkq - 1 4	32	5	26	27	14	14	5
sf17	blind	5r2/2kpr3/1p5p/p3N1p1/P2R4/2R3P1/2P2n1P/6K1 b - - 3 24	None	-16	42	85	35	44	45
sf17	blind	2br4/1p2q1kp/p1p2pp1/P1P5/1Q6/6P1/4PPBP/5RK1 w - - 2 28	25	27	23	-6	53	0	11
sf17	blind	2r1qrk1/5ppp/Q1b5/p7/2n5/2N3P1/1P2PP1P/R1B2RK1 b - - 2 21	19	5	3	0	41	-3	-1
sf17	blind	2rqr1k1/p2n1pb1/bpp2npp/3pp3/2PP1N2/BP2P1PP/P2N1PB1/2RQR1K1 w - - 0 11	-10	10	13	17	40	35	35
sf17	blind	r2qbrk1/1pp1bppp/4p3/n2p1n2/p2P1P2/P1NNP1P1/1PP3BP/R1BQR1K1 w - - 3 9	-24	-13	-42	-49	-68	-71	-81
sf17	blind	r4rk1/1pp2ppp/2b1p3/n1qN1n2/5P2/PP2P1P1/6BP/R1BQR1K1 w - - 1 14	-62	70	14	-66	-9	-67	-54
sf17	blind	1rbqk2r/p1ppp1bp/3n2p1/np1P1p2/P7/2P1N1P1/1P1NPPBP/R1BQK2R b KQk - 0 7	-27	-10	50	20	-30	-74	-96
sf17	blind	1r1q1rk1/3pp1bp/4b1p1/N1B5/P3p3/1P4P1/3QPP1P/1R3RK1 b - - 2 20	3	-40	-88	-87	-123	-125	-100
sf17	blind	r2qk2r/1b1nbpp1/p1n1p2p/1ppPP3/8/1BP2N2/PP2Q1PP/RNB2RK1 b kq - 0 9	-42	-65	-36	19	-42	-58	-49
sf17	blind	6k1/5pp1/p6p/1pp4n/8/2P2P2/Pq5P/3RQ2K b - - 1 25	13	-40	-20	-79	-31	-42	-48
sf17	blind	8/5pk1/1r3n1p/4p3/3nP3/3P2PP/1q2NQBK/5R2 w - - 7 25	28	24	58	11	74	24	25
sf17	blind	8/1bp5/1p1p1kpp/p1r5/P3p3/1P2R1PP/2PR1P2/6K1 w - - 0 29	41	80	79	62	49	41	46
sf17	blind	8/1bp5/1p1p1k2/p4rpp/P7/1PP1RpPP/8/4R1K1 w - - 0 33	-1	36	87	43	26	49	31
sf17	blind	r2q1rk1/p2n1pbp/b2ppnp1/p1p5/2PP4/2N2NP1/QP2PPBP/R1B2RK1 b - - 1 8	-14	-13	8	9	10	16	14
sf17	blind	1r3rk1/2pb2pp/3p2n1/p7/2P1PP1q/2N4P/PP1QNP2/1R2K2R w K - 1 17	-7	-77	-71	-39	-14	9	7
sf17	blind	6k1/2N4p/3p2n1/R7/8/1PN4b/P4r2/3K4 w - - 0 31	7	0	1	12	29	14	15
sf17	blind	rqb1k2r/pp2pp2/8/2pp1n2/3b4/3P1N2/PPP1N1PP/R1B1QR1K b kq - 8 14	-8	10	21	61	35	44	58
sf17	blind	8/8/1p1r2k1/1R6/6KP/8/5P2/8 w - - 1 49	15	30	30	5	17	18	18
sf17	blind	8/5k2/p7/P7/3B2n1/8/5PK1/8 b - - 5 50	-7	-8	-2	-1	-20	-21	-22
sf17	blind	6k1/R7/5rNp/2n2P1p/pp6/1n6/B5PK/8 w - - 4 69	39	184	108	125	8	-18	-50
sf17	blind	8/3n4/8/2R5/p7/8/k3B1r1/3K4 w - - 8 125	4	10	5	-3	-8	-14	-16
sf17	blind	5rk1/pb5p/2qb4/4p3/2p2p1N/1PP5/P2Q2PP/R4RK1 w - - 0 25	47	79	40	59	108	55	47
sf17	blind	r7/4r1k1/2p1npp1/4n2p/P2qP3/1Q2N1PP/2P3BK/R4R2 w - - 3 31	15	53	19	-6	-43	-35	-26
sf17	blind	r4k1r/1ppq1pp1/p1nb1nb1/6N1/P1NPp3/1QP4p/1P2B1PP/R1B2RK1 w - - 0 14	-52	36	118	45	57	59	34
sf17	blind	8/3r4/p7/1p1B1k2/PPP2p2/4p2r/4R2P/2B2K2 w - - 0 33	1	-54	-116	-111	-67	-68	-57
sf17	blind	r1bqk2r/1pp2p2/p1n1p1pp/3p4/P3PB2/2b5/1PP2PPQ/2KR1B1R w kq - 0 11	-77	82	-20	-16	22	8	12
sf17	blind	2rr2k1/1pq2pp1/p1n5/P2nBP1p/RbN1Q3/1P1P2P1/2P4P/2KN1R2 b - - 0 28	-104	-21	-6	146	-55	-104	-83
sf17	blind	3r2k1/1pr2p2/p4npQ/P3NR1p/1R1q4/1P1P2P1/2P4P/2KN4 b - - 0 35	-140	-68	-45	-140	-123	-133	-140
sf17	blind	q7/3r1p1k/2Nbbnpp/PP6/3P4/6P1/3B1P1P/RR4KB b - - 2 24	15	57	62	71	89	83	56
sf17	blind	2r5/2RK4/8/3bk3/8/8/8/8 b - - 59 88	9	2	24	31	40	26	24
sf17	blind	r1b2rk1/ppq1ppbp/6p1/8/1N1n1P2/3P2P1/PB2P1BP/R3QRK1 w - - 0 12	6	24	56	24	15	19	12
sf17	blind	2r1r1k1/1ppbqpbp/1nnp2p1/p7/P1PP1B2/1BN2P2/1P1QN1PP/R3R2K w - - 1 13	57	93	89	114	124	87	88
sf17	blind	5b2/5p2/2k3p1/3p3p/1P1P4/1KB1rP1P/6P1/R7 w - - 9 50	67	100	66	47	18	77	30
sf17	blind	q2r4/5pk1/3P2p1/p1p2p2/2P2P2/2P4P/P3Q2P/1R4K1 b - - 0 32	-34	-41	-77	-15	-59	-19	-4
sf17	blind	3q3r/r4kp1/p1pn1p2/P2p1b2/3P3p/1PNN1R1P/2PQ2P1/R5K1 b - - 8 17	19	47	6	-11	40	35	44
sf17	blind	2q1r3/r5k1/p1p2pp1/P2p4/1P1Pn1Np/2P2R1P/2Q3P1/R5K1 b - - 2 24	84	34	45	75	70	69	74
sf17	blind	8/2k1q3/p1p2p2/P2p4/1P1P2QP/2P3P1/2r3N1/6K1 b - - 0 45	77	245	200	41	50	21	0
sf17	blind	4B3/4R3/8/8/2bK2pk/8/7r/8 b - - 3 96	18	21	43	37	20	15	17
sf17	blind	r1bqk2r/ppp2pb1/2nppnp1/7p/3P4/1P3NP1/PBP1PPBP/RN1QK2R w KQkq - 2 4	11	27	53	60	40	50	52
sf17	blind	6k1/1pp2p2/5np1/4r3/2P5/1P2NPPp/r4P1P/3RR1K1 w - - 0 23	24	29	31	29	35	33	24
sf17	blind	1r6/4npk1/2p3p1/8/2P5/4NPPp/5P1P/R4K2 w - - 1 32	75	73	28	28	28	24	14
sf17	blind	r2qkb1r/3b3p/ppnp2p1/2p1p3/1PP1N3/PQ2P3/1B1PBP1P/R3K2R b KQkq - 0 14	-75	-33	-122	-49	-147	-114	-85
sf17	blind	r5k1/1b4pp/1p2p3/p4p2/2P1pq2/PP6/1B2Q1PP/3R3K w - - 0 23	-80	106	108	78	44	40	84
sf17	blind	rnbqk2r/pp2ppbp/2p2np1/8/2pP3N/1P4P1/P3PPBP/RNBQ1RK1 w kq - 0 5	-3	66	22	21	23	23	27
sf17	blind	5r2/1p4pk/1Bp1qpnp/pPP1r1n1/P2RP3/2NR3P/6PK/3Q4 w - - 6 39	-10	2	-4	-11	0	0	24
sf17	blind	r3k2r/1pqn1pp1/2p2n1p/p1b1p1B1/2N1P2P/P5PB/1PP1QP2/2KR3R b kq - 1 12	-146	-63	-91	-90	-69	-81	-83
sf17	blind	rn2kbnr/1bqp1ppp/p3p3/1pp5/4PPP1/P1NPB3/1PP3BP/R2Q1KNR w kq - 6 6	13	46	41	15	30	7	24
sf17	blind	3r4/p4k2/3n2p1/2pP1p2/prPnp2P/3P2B1/KP1R3P/4R2B w - - 2 30	-9	-21	11	34	4	26	21
sf17	blind	8/p3P1R1/1r1n1k2/2pP1p1p/2r5/P7/K6P/4R2B w - - 1 40	117	136	157	156	114	73	15
sf17	blind	r2qr1k1/5pp1/1pp2nbp/1B1p4/1n1P2P1/1P2PP2/P2BN1P1/R2Q1RK1 b - - 1 16	28	-57	-30	-55	-42	-48	-56
sf17	blind	rn1qkb1r/1bpppppp/1p6/p5N1/3P3P/3B4/PPP2PP1/R1BQK2R b KQkq - 3 5	-34	24	15	-15	-48	-40	-24
sf17	blind	2r2rk1/ppq2p1p/3b1pp1/3Q4/P7/NP2P1P1/5P1P/R4RK1 b - - 2 13	37	31	24	38	42	39	28
sf17	blind	8/5pk1/4p1pp/1Q6/1P1q4/P5PP/3r1P2/5RK1 w - - 3 31	45	39	11	18	11	-1	-2
